repo,category,subcat,stars,star_1d,star_1d_pct,star_7d,star_7d_pct,forks,description,top_devs,contributors,created_at,updated_at,downloads*
tatsu-lab/alpaca_eval,AI engineering,Evals,1506,1,0.07%,6,0.40%,240,"An automatic evaluator for instruction-following language models. Human-validated, high-quality, cheap, and fast.","YannDubs, rtaori, lxuechen",76,2023-05-25,2024-10-23,0
openvinotoolkit/openvino,Infrastructure,Serving,7229,1,0.01%,27,0.37%,2254,OpenVINO™ is an open-source toolkit for optimizing and deploying AI inference,"ilya-lavrenov, ilyachur, rkazants",100+,2018-10-15,2024-11-05,256
stanford-crfm/helm,AI engineering,Evals,1925,1,0.05%,7,0.36%,247,"Holistic Evaluation of Language Models (HELM), a framework to increase the transparency of language models (https://arxiv.org/abs/2211.09110). This framework is also used to evaluate text-to-image models in HEIM (https://arxiv.org/abs/2311.04287) and vision-language models in VHELM (https://arxiv.org/abs/2410.07112).","teetone, yifanmai, percyliang",90,2021-11-29,2024-11-04,0
Ironclad/rivet,AI engineering,Agent,2756,1,0.04%,10,0.36%,242,The open-source visual AI programming environment and TypeScript library,"abrenneke, gogwilt, viveknair",33,2023-04-22,2024-07-31,33966
google-research/deduplicate-text-datasets,AI engineering,Dataset engineering,1118,1,0.09%,4,0.36%,111,,"carlini, daphnei, alistairewj",5,2021-07-16,2024-05-21,0
Stability-AI/StableStudio,Applications,Image production,8794,1,0.01%,31,0.35%,877,Community interface for generative AI,"cruhl, jtydhr88, KAJdev",6,2023-04-21,2023-05-24,432
neuralmagic/sparseml,Model development,Inference optimization,2062,1,0.05%,7,0.34%,146,"Libraries for applying sparsification recipes to neural networks with a few lines of code, enabling faster and smaller models","bfineran, markurtz, rahul-tuli",41,2020-12-11,2024-07-03,260
MineDojo/MineDojo,AI engineering,Agent,1793,1,0.06%,6,0.33%,159,Building Open-Ended Embodied Agents with Internet-Scale Knowledge,"yunfanjiang, DrJimFan, wangguanzhi",8,2022-06-18,2023-08-29,0
hegelai/prompttools,AI engineering,Prompt engineering,2699,1,0.04%,9,0.33%,230,"Open-source tools for prompt testing and experimentation, with support for both LLMs (e.g. OpenAI, LLaMA) and vector databases (e.g. Chroma, Weaviate, LanceDB).","steventkrawczyk, NivekT, HashemAlsaket",12,2023-06-25,2024-03-29,22
Vchitect/SEINE,Model repo,Multimodal,908,1,0.11%,3,0.33%,64,[ICLR 2024] SEINE: Short-to-Long Video Diffusion Model for Generative Transition and Prediction,"xinyuanc91, wyhsirius, eltociear",3,2023-09-22,2024-01-17,0
google-deepmind/open_spiel,Model development,Modeling & training,4247,1,0.02%,14,0.33%,933,OpenSpiel is a collection of environments and algorithms for research in general reinforcement learning and search/planning in games.,"lanctot, michalsustr, Jazeem",100+,2019-07-22,2024-10-21,88
BruceMacD/chatd,Applications,Info aggregation,913,1,0.11%,3,0.33%,62,Chat with your documents using local AI,"BruceMacD, lucasew, micheleriva",4,2023-10-20,2024-05-26,3264
marqo-ai/marqo,Infrastructure,VectorDB,4601,1,0.02%,15,0.33%,189,Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai,"pandu-k, wanliAlex, vicilliar",30,2022-08-01,2024-11-04,0
aiwaves-cn/agents,AI engineering,Agent,5271,1,0.02%,17,0.32%,416,"An Open-source Framework for Data-centric, Self-evolving Autonomous Language Agents","jianghuyihei, callanwu, MikeDean2367",24,2023-07-18,2024-09-26,0
xlang-ai/instructor-embedding,Model development,Modeling & training,1863,1,0.05%,6,0.32%,135,"[ACL 2023] One Embedder, Any Task: Instruction-Finetuned Text Embeddings","Harry-hash, taoyds, hongjin-su",14,2022-12-17,2024-08-25,0
huggingface/accelerate,Model development,Modeling & training,7904,1,0.01%,25,0.32%,964,"🚀 A simple way to launch, train, and use PyTorch models on almost any device and distributed configuration, automatic mixed precision (including fp8), and easy-to-configure FSDP and DeepSpeed support","muellerzr, sgugger, pacman100",100+,2020-10-30,2024-11-05,0
THUDM/CogVLM,Model repo,Multimodal,6057,1,0.02%,19,0.31%,413,a state-of-the-art-level open visual language model | 多模态预训练模型,"zRzRzRzRzRzRzR, 1049451037, wenyihong",18,2023-09-18,2024-05-29,0
01-ai/Yi,Model repo,,7677,1,0.01%,24,0.31%,477,A series of large language models trained from scratch by developers @01-ai,"Haijian06, Mia-xia, nlmlml",45,2023-11-03,2024-11-05,0
AI4Finance-Foundation/FinRL-Meta,Model development,Dataset engineering,1282,1,0.08%,4,0.31%,586,FinRL­-Meta: Dynamic datasets and market environments for FinRL.,"zhumingpassional, rayrui312, YangletLiu",35,2021-02-16,2024-10-15,0
anthropics/hh-rlhf,Model development,Dataset engineering,1606,1,0.06%,5,0.31%,127,"Human preference data for ""Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback""","8enmann, dganguli, NinoRisteski",4,2022-04-10,2023-09-19,0
EleutherAI/pythia,Model repo,,2263,1,0.04%,7,0.31%,170,The hub for EleutherAI's work on interpretability and learning dynamics,"haileyschoelkopf, StellaAthena, lintangsutawika",19,2021-12-25,2024-11-01,0
microsoft/lmops,AI engineering,AIE framework,3672,1,0.03%,11,0.30%,277,General technology for enabling AI capabilities w/ LLMs and MLLMs,"donglixp, t1101675, buaahsh",23,2022-12-13,2024-10-02,0
llm-attacks/llm-attacks,AI engineering,Evals,3420,1,0.03%,10,0.29%,474,Universal and Transferable Attacks on Aligned Language Models,"zifanw505, andyzoujm, justinwangx",3,2023-07-27,1000-01-01,0
modelscope/modelscope,AI engineering,AIE framework,6978,1,0.01%,20,0.29%,718,ModelScope: bring the notion of Model-as-a-Service to life.,"wenmengzhou, tastelikefeet, Firmament-cyou",100+,2022-07-25,2024-11-04,0
mlc-ai/web-stable-diffusion,Applications,Image production,3589,1,0.03%,10,0.28%,226,Bringing stable diffusion models to web browsers. Everything runs inside the browser with no server support. ,"MasterJH5574, tqchen, eltociear",10,2023-03-06,2024-03-12,0
allenai/RL4LMs,Model development,Modeling & training,2207,1,0.05%,6,0.27%,191,A modular RL library to fine-tune language models to human preferences,"rajcscw, jmhessel, rajammanabrolu",6,2022-08-18,2023-03-30,0
intel/neural-compressor,Model development,Inference optimization,2218,1,0.05%,6,0.27%,255,"SOTA low-bit LLM quantization (INT8/FP8/INT4/FP4/NF4) & sparsity; leading model compression techniques on TensorFlow, PyTorch, and ONNX Runtime","chensuyue, guomingz, mengniwang95",100+,2020-07-21,2024-11-05,0
PanQiWei/AutoGPTQ,Model development,Inference optimization,4454,1,0.02%,12,0.27%,480,"An easy-to-use LLMs quantization package with user-friendly apis, based on GPTQ algorithm.","PanQiWei, qwopqwop200, fxmarty",45,2023-04-13,2024-09-28,859712
PhoebusSi/Alpaca-CoT,Model development,Modeling & training,2609,1,0.04%,7,0.27%,246,"We unified the interfaces of instruction-tuning data (e.g., CoT data), multiple LLMs and parameter-efficient methods (e.g., lora, p-tuning) together for easy use. We welcome open-source enthusiasts to initiate any meaningful PR on this repo and integrate as many LLM related technologies as possible. 我们打造了方便研究人员上手和使用大模型等微调平台，我们欢迎开源爱好者发起任何有意义的pr！","PhoebusSi, dkqkxx, re-burn",29,2023-03-24,2023-12-12,0
iryna-kondr/scikit-llm,Model development,Modeling & training,3363,1,0.03%,9,0.27%,275,Seamlessly integrate LLMs into scikit-learn.,"OKUA1, iryna-kondr, AndreasKarasenko",11,2023-05-12,2024-08-04,0
EgoAlpha/prompt-in-context-learning,Lists,,1505,1,0.07%,4,0.27%,92,"Awesome resources for in-context learning and prompt engineering: Mastery of the LLMs such as ChatGPT, GPT-3, and FlanT5, with up-to-date and cutting-edge updates.","EgoAlpha, cyfedu-dlut, GeshengSunDUT",4,2023-03-08,2023-11-01,0
OpenGVLab/Ask-Anything,Model repo,Multimodal,3053,1,0.03%,8,0.26%,252,"[CVPR2024 Highlight][VideoChatGPT] ChatGPT with video understanding! And many more supported LMs such as miniGPT4, StableLM, and MOSS.","yinanhe, Andy1621, shepnerd",11,2023-04-19,2024-04-05,0
easydiffusion/easydiffusion,Applications,Image production,9596,1,0.01%,25,0.26%,794,"Easiest 1-click way to create beautiful artwork on your PC using AI, with no tech knowledge. Provides a browser UI for generating images from text prompts and images. Just enter your text prompt, and see the generated image.","cmdr2, JeLuF, madrang",42,2022-08-23,2024-10-17,902403
leap-ai/headshots-starter,Applications,Image production,3841,1,0.03%,10,0.26%,662,,"Marfuen, claudfuen, alexschachne",16,2023-09-05,2024-09-22,0
beir-cellar/beir,AI engineering,Evals,1606,1,0.06%,4,0.25%,191,"A Heterogeneous Benchmark for Information Retrieval. Easy to use, evaluate your models across 15+ diverse IR datasets.","thakur-nandan, NouamaneTazi, nreimers",14,2021-01-18,2023-07-21,0
mosaicml/llm-foundry,Model development,Modeling & training,4037,1,0.02%,10,0.25%,526,LLM training code for Databricks foundation models,"dakinggg, vchiley, irenedea",91,2023-04-28,2024-11-05,0
labmlai/labml,Infrastructure,Monitoring,2045,1,0.05%,5,0.24%,137,🔎 Monitor deep learning model training and hardware usage from your mobile phone 📱,"vpj, lakshith-403, hnipun",8,2018-11-16,2024-11-03,0
adieyal/sd-dynamic-prompts,AI engineering,Prompt engineering,2045,1,0.05%,5,0.24%,263,A custom script for AUTOMATIC1111/stable-diffusion-webui to implement a tiny template language for random prompt generation,"adieyal, akx, TheAwesomeGoat",27,2022-10-08,2024-05-26,0
Mooler0410/LLMsPracticalGuide,Tutorials,,9448,1,0.01%,23,0.24%,718,"A curated list of practical guide resources of LLMs (LLMs Tree, Examples, Papers)","Mooler0410, JingfengYang, trx14",13,2023-04-23,2023-08-06,0
google-deepmind/penzai,Model development,Modeling & training,1672,1,0.06%,4,0.24%,52,"A JAX research toolkit for building, editing, and visualizing neural networks.","danieldjohnson, pitmonticone, superbobry",3,2024-04-04,2024-10-31,0
NVIDIA/DALI,Model repo,,5136,1,0.02%,12,0.23%,620,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to accelerate deep learning training and inference applications.,"JanuszL, mzient, jantonguirao",88,2018-06-01,2024-11-05,0
cfahlgren1/natural-sql,Lists,,862,1,0.12%,2,0.23%,23,A series of top performing Text to SQL LLMs,cfahlgren1,1,2024-01-18,1000-01-01,0
gorilla-llm/gorilla-cli,Applications,Coding,1294,1,0.08%,3,0.23%,74,LLMs for your CLI,"ShishirPatil, philipmat, royh02",5,2023-06-20,2023-10-19,0
yuchenlin/LLM-Blender,Model development,Modeling & training,876,1,0.11%,2,0.23%,76,"[ACL2023] We introduce LLM-Blender, an innovative ensembling framework to attain consistently superior performance by leveraging the diverse strengths of multiple open-source LLMs. LLM-Blender cut the weaknesses through ranking and integrate the strengths through fusing generation to enhance the capability of LLMs.","jdf-prog, yuchenlin",2,2023-05-31,1000-01-01,0
dot-agent/nextpy,AI engineering,Agent,2208,1,0.05%,5,0.23%,156,🤖Self-Modifying Framework from the Future 🔮 World's First AMS,"anubrag, shravya-34, Raj4646",12,2023-08-07,2024-03-25,0
google-deepmind/materials_discovery,Model repo,Multimodal,886,1,0.11%,2,0.23%,140,,amilmerchant,1,2023-11-28,1000-01-01,0
google-research/multinerf,Model repo,,3648,1,0.03%,8,0.22%,341,"A Code Release for Mip-NeRF 360, Ref-NeRF, and RawNeRF","jonbarron, Sarasra, bmild",8,2022-07-22,2023-08-29,0
HigherOrderCO/HVM,Infrastructure,Toolings,10499,1,0.01%,23,0.22%,400,"A massively parallel, optimal functional runtime in Rust","VictorTaelin, enricozb, kings177",18,2022-01-03,2024-08-21,0
xusenlinzy/api-for-open-llm,AI engineering,AI interface,2346,1,0.04%,5,0.21%,270,"Openai style api for open large language models, using LLMs just as chatgpt! Support for LLaMA, LLaMA-2, BLOOM, Falcon, Baichuan, Qwen, Xverse, SqlCoder, CodeLLaMA, ChatGLM, ChatGLM2, ChatGLM3 etc. 开源大模型的统一后端接口","xusenlinzy, lzhfe, FreeRotate",13,2023-05-23,2024-09-26,0
paulpierre/RasaGPT,AI engineering,AIE framework,2350,1,0.04%,5,0.21%,227,"💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","paulpierre, PythonicNinja, eltociear",6,2023-04-25,2023-05-18,0
defog-ai/sqlcoder,Applications,Coding,3374,1,0.03%,7,0.21%,213,SoTA LLM for converting natural language questions to SQL queries,"rishsriv, wendy-aw, cds-1993",6,2023-08-17,2024-05-23,0
OpenBMB/BMTools,AI engineering,Agent,2892,1,0.03%,6,0.21%,271,"Tool Learning for Big Models, Open-Source Solutions of ChatGPT-Plugins","thuqinyj16, Kunlun-Zhu, zhouxh19",17,2023-03-31,2023-06-06,0
tensorflow/privacy,Model development,Modeling & training,1938,1,0.05%,4,0.21%,450,Library for training machine learning models with privacy for training data,"schien1729, galenmandrew, michaelreneer",56,2018-12-21,2024-10-25,128
arogozhnikov/einops,Infrastructure,Toolings,8489,1,0.01%,17,0.20%,351,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others)","arogozhnikov, MilesCranmer, cgarciae",27,2018-09-22,2024-10-13,0
yerfor/GeneFace,Model repo,Multimodal,2542,1,0.04%,5,0.20%,295,GeneFace: Generalized and High-Fidelity 3D Talking Face Synthesis; ICLR 2023; Official code,"yerfor, SouthTea, xk-huang",4,2023-02-03,2024-07-08,6647
Xwin-LM/Xwin-LM,Model repo,,1021,1,0.10%,2,0.20%,41,"Xwin-LM: Powerful, Stable, and Reproducible LLM Alignment","nbl97, LC-Edward, REIGN12",6,2023-09-11,2024-05-06,0
google-research/simclr,Model repo,,4095,1,0.02%,8,0.20%,624,SimCLRv2 - Big Self-Supervised Models are Strong Semi-Supervised Learners,"chentingpc, saxenasaurabh, williamFalcon",4,2020-03-10,2020-12-03,0
ShishirPatil/gorilla,Applications,Coding,11434,1,0.01%,22,0.19%,991,Gorilla: Training and Evaluating LLMs for Function Calls (Tool Calls),"HuanzhiMao, ShishirPatil, Fanjia-Yan",72,2023-05-19,2024-11-04,0
run-llama/rags,Applications,Info aggregation,6289,1,0.02%,12,0.19%,644,"Build ChatGPT over your data, all with natural language","jerryjliu, alexfilothodoros, anoopshrma",5,2023-11-16,2023-12-05,0
Baiyuetribe/paper2gui,Applications,Image production,10265,1,0.01%,19,0.19%,854,Convert AI papers to GUI，Make it easy and convenient for everyone to use artificial intelligence technology。让每个人都简单方便的使用前沿人工智能技术,"Baiyuetribe, KTK27YT, pengzhendong",3,2021-10-10,2022-09-11,33161
uptrain-ai/uptrain,Infrastructure,Monitoring,2200,1,0.05%,4,0.18%,190,"UpTrain is an open-source unified platform to evaluate and improve Generative AI applications. We provide grades for 20+ preconfigured checks (covering language, code, embedding use-cases), perform root cause analysis on failure cases and give insights on how to resolve them.","sourabhagr, Dominastorm, vipgupta",38,2022-11-07,2024-07-29,0
zhayujie/bot-on-anything,AI engineering,AI interface,3932,1,0.03%,7,0.18%,915,"Connect AI models (like ChatGPT-3.5/4.0, Baidu Yiyan, New Bing, Bard) to apps (like Wechat, public account, DingTalk, Telegram,  QQ).  将 ChatGPT、必应、文心一言、谷歌Bard 等对话模型连接各类应用，如微信、公众号、QQ、Telegram、Gmail、Slack、Web、企业微信、飞书、钉钉等。","zhayujie, RegimenArsenic, mouyong",21,2023-02-09,2024-08-24,0
life4/textdistance,AI engineering,Dataset engineering,3384,1,0.03%,6,0.18%,250,"📐 Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external libs usage.","orsinium, juliangilbey, musicinmybrain",14,2017-05-05,2024-09-09,1015
Cloud-CV/EvalAI,AI engineering,Evals,1765,1,0.06%,3,0.17%,785,:cloud: :rocket: :bar_chart: :chart_with_upwards_trend: Evaluating state of the art in AI,"RishabhJain2018, deshraj, Ram81",100+,2016-10-21,2020-05-18,0
sensity-ai/dot,Applications,Image production,4132,1,0.02%,7,0.17%,408,The Deepfake Offensive Toolkit,"ajndkr, Ghassen-Chaabouni, giorgiop",6,2022-06-04,2024-06-14,5397
rockbenben/ChatGPT-Shortcut,AI engineering,Prompt engineering,5945,1,0.02%,10,0.17%,704,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的AI快捷指令。更有效地定制、保存和分享自己的提示词。在提示词分享社区中，轻松找到适用于不同场景的指令。","rockbenben, francisafu, CharlieJCJ",6,2023-02-24,2024-08-31,19
spotify/annoy,Infrastructure,VectorDB,13228,1,0.01%,21,0.16%,1169,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk,"erikbern, eddelbuettel, chdsbd",66,2013-04-01,2024-07-29,0
kubeflow/kubeflow,Infrastructure,Compute management,14346,1,0.01%,22,0.15%,2406,Machine Learning Toolkit for Kubernetes,"jlewi, kunmingg, lluunn",100+,2017-11-30,2021-06-09,79387
dusty-nv/jetson-inference,Infrastructure,Serving,7830,1,0.01%,12,0.15%,2981,Hello AI World guide to deploying deep-learning inference networks and deep vision primitives with TensorRT and NVIDIA Jetson.,"dusty-nv, tokk-nv, asierarranz",21,2016-07-30,2024-03-12,85218
ise-uiuc/magicoder,Model repo,,1972,1,0.05%,3,0.15%,167,[ICML'24] Magicoder: Empowering Code Generation with OSS-Instruct,"UniverseFly, natedingyifeng, zhewang2001",4,2023-11-10,2023-12-08,0
nlpxucan/WizardLM,Model repo,,9253,1,0.01%,14,0.15%,716,"LLMs build upon Evol Insturct: WizardLM, WizardCoder, WizardMath","victorsungo, nlpxucan, ChiYeungLaw",6,2023-04-23,2024-04-15,0
google-research/scenic,Model development,Modeling & training,3321,1,0.03%,5,0.15%,434,Scenic: A Jax Library for Computer Vision Research and Beyond,"MostafaDehghani, anuragarnab, mjlm",75,2021-07-12,2024-10-19,0
Moonvy/OpenPromptStudio,AI engineering,Prompt engineering,6017,1,0.02%,9,0.15%,708,🥣 AIGC 提示词可视化编辑器  | OPS | Open Prompt Studio,"yArna, sinlov, 0xLLLLH",8,2023-03-25,2023-04-24,0
paperswithcode/galai,Model repo,,2683,1,0.04%,4,0.15%,276,Model API for GALACTICA,"rstojnic, AnthonyHartshorn, grenkoca",5,2022-11-15,2022-12-09,0
xtekky/chatgpt-clone,Applications,Bots,3468,1,0.03%,5,0.14%,1031,ChatGPT interface with better UI ,"xtekky, mushonnip, Jerry-523",24,2023-04-18,2024-05-22,0
